Time,Magnitude
567,0.647362
568,0.574659
569,0.557464
570,0.577311
571,0.700881
572,1.030622
573,1.394259
574,1.584263
575,1.747847
576,1.828034
577,1.849553
578,1.879822
579,1.950195
580,1.973278
581,1.976694
582,2.045122
583,2.249930
584,2.430654
585,2.451127
586,2.348044
587,2.221442
588,2.096895
589,1.967578
590,1.890126
591,1.870854
592,1.858839
593,1.789891
594,1.693094
595,1.556524
596,1.375765
597,1.128921
598,0.881703
599,1.093126
600,1.120294
601,1.089159
602,0.991947
603,0.943536
604,0.956102
605,0.998242
606,1.012099
607,1.071052
608,1.173695
609,1.282349
610,1.283597
611,1.120370
612,1.004226
613,0.927217
614,0.907240
615,0.944252
616,1.061626
617,1.235955
618,1.403225
619,1.454760
620,1.426917
621,1.339798
622,1.263185
623,1.164933
624,1.082201
625,1.189401
626,1.380096
627,1.607192
628,1.747820
629,1.744676
630,1.608579
631,1.433128
632,1.310613
633,1.244858
634,1.228355
635,1.218616
636,1.240394
637,1.282429
638,1.329285
639,1.348612
640,1.316591
641,1.192782
642,1.096621
643,1.013840
644,0.980904
645,0.988662
646,1.026860
647,1.064876
648,1.093072
649,1.065660
650,0.995265
651,0.753712
652,0.650947
653,0.598995
654,0.624993
655,0.663956
656,0.685101
657,0.758256
658,0.819322
659,0.831245
660,0.875459
661,0.970474
662,1.019366
663,0.993629
664,0.940874
665,0.902611
666,0.854444
667,0.819209
668,0.796450
669,0.791478
670,0.815662
671,0.860378
672,0.802324
673,0.857548
674,0.923603
675,0.934839
676,0.903939
677,0.894334
678,0.904777
679,0.874157
680,0.923999
681,0.978294
682,0.959957
683,0.985371
684,0.967364
685,0.931942
686,0.909581
687,0.892420
688,0.871146
689,0.856516
690,0.829761
691,0.809495
692,0.836770
693,0.962810
694,0.957209
695,0.924434
696,0.899453
697,0.881072
698,0.903590
699,0.969011
700,1.032521
701,1.050638
702,1.064941
703,1.066385
704,1.159426
705,1.345261
706,0.929691
707,0.882772
708,0.816704
709,0.747628
710,0.719722
711,0.739036
712,0.764765
713,0.870110
714,1.058630
715,1.129872
716,1.137894
717,1.099231
718,1.067619
719,1.065938
720,1.007354
721,0.982364
722,0.979862
723,0.993609
724,1.009034
725,1.019181
726,1.039500
727,1.042539
728,1.009639
729,0.990506
730,0.980273
731,1.021412
732,1.036124
733,1.007013
734,0.971475
735,1.049328
736,1.004270
737,1.066568
738,1.046850
739,0.997507
740,0.937172
741,1.043590
742,1.071882
743,1.056875
744,1.057083
745,1.051427
746,1.019243
747,0.988511
748,0.949032
749,0.943217
750,0.969839
751,1.046204
752,1.043172
753,1.010501
754,1.054948
755,1.073047
756,1.079217
757,1.075128
758,1.053934
759,0.981836
760,0.909087
761,0.861913
762,0.921985
763,1.063952
764,1.141278
765,1.122903
766,1.044239
767,0.979792
768,0.915506
769,0.904419
770,0.920884
771,0.909071
772,0.903831
773,0.876979
774,0.891455
775,0.883754
776,0.912164
777,0.946980
778,1.002498
779,1.101667
780,1.194003
781,1.253037
782,1.241627
783,1.166435
784,1.066328
785,1.011087
786,1.067316
787,1.128005
788,1.146481
789,1.179681
790,1.282063
791,1.310443
792,1.315768
793,1.263651
794,1.109866
795,0.903070
796,0.750271
797,0.823014
798,0.862804
799,0.960141
800,1.131830
801,1.236653
802,1.025244
803,0.901621
804,0.469315
805,0.787874
806,0.917031
807,1.167608
808,1.102213
809,1.013749
810,0.937077
811,1.060647
812,1.118646
813,1.134296
814,1.103764
815,1.044313
816,0.978291
817,0.884822
818,0.996057
819,0.927196
820,0.888833
821,0.962178
822,1.012859
823,1.005015
824,0.963410
825,0.911470
826,0.908358
827,0.899766
828,0.974595
829,1.035959
830,1.057087
831,1.064680
832,1.053766
833,1.048934
834,1.006630
835,0.955887
836,0.933655
837,0.932178
838,0.946750
839,1.017026
840,1.064375
841,1.053825
842,1.013533
843,0.960960
844,0.912591
845,0.916480
846,0.957832
847,1.002329
848,1.040995
849,1.047697
850,1.068811
851,1.077779
852,1.044411
853,1.025909
854,1.025398
855,1.020969
856,0.996737
857,0.976345
858,1.081591
859,1.033796
860,0.985042
861,0.981303
862,0.977796
863,0.958837
864,0.938990
865,0.938750
866,0.976343
867,1.012476
868,1.067525
869,1.124020
870,1.077530
871,1.021588
872,0.984563
873,1.002037
874,1.084430
875,0.991485
876,0.983290
877,1.040835
878,1.083857
879,1.108076
880,1.105937
881,1.108033
882,1.129895
883,1.128007
884,1.090490
885,1.161214
886,1.067750
887,0.982059
888,0.935897
889,0.903268
890,0.875483
891,0.878926
892,0.886127
893,0.900221
894,0.942364
895,0.971602
896,0.970230
897,0.961565
898,0.975036
899,1.027415
900,1.057170
901,1.083562
902,1.105434
903,1.106995
904,1.066865
905,1.066561
906,1.082465
907,1.068373
908,1.015123
909,0.937853
910,0.987170
911,1.096495
912,1.117820
913,1.083633
914,1.101851
915,1.131742
916,1.103257
917,0.998329
918,0.958888
919,1.025306
920,1.153458
921,1.255653
922,1.227217
923,1.135318
924,1.047566
925,1.031470
926,1.024009
927,1.002628
928,0.992400
929,1.118368
930,0.956495
931,0.752572
932,0.879003
933,1.004830
934,1.080484
935,1.111336
936,1.095496
937,1.126979
938,1.100793
939,1.012531
940,1.004929
941,1.039510
942,0.998630
943,0.970427
944,1.007057
945,1.019513
946,0.956320
947,0.849739
948,0.791198
949,0.807625
950,0.860181
951,0.905773
952,0.924483
953,0.967474
954,1.004598
955,1.039698
956,1.149341
957,1.199381
958,1.143960
959,1.027421
960,0.921872
961,0.896378
962,0.948441
963,1.076702
964,1.101850
965,1.016561
966,0.861475
967,0.815846
968,0.919823
969,1.027754
970,1.069243
971,1.079714
972,1.093136
973,1.157975
974,1.185800
975,1.151386
976,1.074927
977,1.009836
978,1.004795
979,1.062122
980,1.091721
981,1.073186
982,1.027054
983,1.017064
984,1.018491
985,0.975076
986,1.082289
987,0.851644
988,0.729315
989,0.759125
990,0.835700
991,0.924211
992,0.966097
993,0.952180
994,0.774466
995,1.059891
996,1.048606
997,1.051972
998,1.095571
999,1.104447
1000,1.133155
1001,1.151445
1002,0.949180
1003,0.890924
1004,0.894064
1005,0.946068
1006,0.968265
1007,0.985128
1008,1.009618
1009,1.033621
1010,1.029912
1011,1.005234
1012,0.986807
1013,0.841536
1014,1.094571
1015,1.073492
1016,1.049767
1017,1.031930
1018,1.015417
1019,1.003512
1020,1.000787
1021,1.000757
1022,1.017394
1023,1.031058
1024,1.062807
1025,1.074204
1026,1.076645
1027,1.110376
1028,1.156693
1029,1.133671
1030,1.110764
1031,1.046267
1032,0.958584
1033,0.931244
1034,0.940042
1035,0.977021
1036,1.022553
1037,1.034074
1038,1.039100
1039,1.038392
1040,1.031860
1041,1.026405
1042,1.028912
1043,1.037223
1044,1.058154
1045,1.065984
1046,1.056901
1047,1.031979
1048,0.981825
1049,0.961842
1050,0.956908
1051,0.994246
1052,1.025384
1053,1.025779
1054,1.013419
1055,0.988430
1056,1.003664
1057,1.026454
1058,1.017645
1059,1.016333
1060,0.988392
1061,0.986537
1062,0.997207
1063,1.023066
1064,1.036917
1065,1.037416
1066,1.056854
1067,1.089270
1068,1.086145
1069,1.079218
1070,1.070472
1071,1.050300
1072,1.031012
1073,1.022561
1074,1.015035
1075,1.019932
1076,1.010000
1077,0.997695
1078,0.992027
1079,0.992854
1080,1.008381
1081,1.012275
1082,0.996336
1083,0.985942
1084,1.000227
1085,1.017195
1086,1.022723
1087,1.046201
1088,1.055478
1089,1.033896
1090,1.031040
1091,1.023432
1092,1.015269
1093,1.029983
1094,1.040884
1095,1.035117
1096,0.998538
1097,0.993697
1098,1.015978
1099,1.040832
1100,1.042299
1101,1.031067
1102,1.004698
1103,0.993256
1104,0.955754
1105,0.935124
1106,0.945010
1107,0.970090
1108,0.997334
1109,1.007944
1110,1.012877
1111,1.015268
1112,1.003177
1113,1.005571
1114,1.005009
1115,0.998042
1116,0.986685
1117,0.989882
1118,1.009380
1119,1.001210
1120,0.987806
1121,0.976739
1122,0.982879
1123,0.991641
1124,0.999421
1125,1.006074
1126,0.997418
1127,0.987147
1128,0.981499
1129,0.959964
1130,0.959150
1131,0.960141
1132,0.947895
1133,0.940066
1134,0.938084
1135,0.954720
1136,0.956695
1137,0.940383
1138,0.969014
1139,0.945303
1140,0.969634
1141,0.989904
1142,1.025313
1143,1.077269
1144,1.058193
1145,1.040396
1146,1.038315
1147,1.034001
1148,0.970078
1149,0.957957
1150,0.961114
1151,0.943018
1152,0.950077
1153,0.992707
1154,1.050395
1155,1.065476
1156,1.060074
1157,1.045625
1158,1.042202
1159,1.047265
1160,1.042905
1161,1.031592
1162,1.023419
1163,1.027407
1164,1.025116
1165,1.019548
1166,1.034502
1167,1.034749
1168,1.038978
1169,1.045148
1170,1.051237
1171,1.043724
1172,1.019856
1173,0.994461
1174,0.988995
1175,1.001579
1176,1.020980
1177,1.040492
1178,1.049759
1179,1.043022
1180,1.031071
1181,1.007778
1182,1.005744
1183,1.017948
1184,1.034368
1185,1.021989
1186,0.997969
1187,0.993736
1188,0.994036
1189,1.013145
1190,1.026485
1191,1.023059
1192,1.019395
1193,1.013834
1194,0.999102
1195,1.003129
1196,1.000622
1197,1.006239
1198,0.994041
1199,0.989521
1200,0.992581
1201,0.992796
1202,0.989822
1203,0.978448
1204,0.969780
1205,0.970142
1206,0.975796
1207,0.993462
1208,1.006297
1209,1.010715
1210,1.004705
1211,0.986943
1212,0.986381
1213,0.993826
1214,1.005836
1215,1.020136
1216,1.024091
1217,1.024072
1218,1.018885
1219,1.000868
1220,0.991561
1221,0.991031
1222,0.985563
1223,0.991530
1224,1.004167
1225,1.017580
1226,1.025660
1227,1.018971
1228,0.996159
1229,0.986496
1230,0.993790
1231,1.004178
1232,1.004817
1233,1.014545
1234,1.026949
1235,1.020537
1236,1.002480
1237,1.001951
1238,1.015706
1239,1.025008
1240,1.018114
1241,1.005969
1242,0.991739
1243,0.978572
1244,0.981859
1245,0.992503
1246,1.004791
1247,1.008879
1248,1.017493
1249,1.023843
1250,1.028276
1251,1.013102
1252,0.991438
1253,0.993398
1254,1.002464
1255,1.008922
1256,1.012296
1257,1.001138
1258,0.996231
1259,0.999415
1260,1.005799
1261,0.998237
1262,0.993498
1263,0.997574
1264,1.011704
1265,1.011250
1266,1.019588
1267,0.986519
1268,0.979438
1269,0.968523
1270,1.000278
1271,1.045205
1272,1.078470
1273,1.022461
1274,0.999087
1275,1.017102
1276,1.010861
1277,0.958798
1278,0.912840
1279,0.914820
1280,0.959000
1281,1.005858
1282,1.044456
1283,1.101115
1284,1.109589
1285,1.071282
1286,1.043283
1287,1.007503
1288,0.982316
1289,0.976920
1290,0.948578
1291,0.887525
1292,0.855602
1293,0.916114
1294,1.006866
1295,1.092505
1296,1.135075
1297,1.131360
1298,1.108968
1299,1.081879
1300,1.032433
1301,0.972394
1302,0.995154
1303,0.946106
1304,0.920685
1305,0.919220
1306,1.012610
1307,1.063837
1308,1.070750
1309,1.079976
1310,1.023853
1311,0.971279
1312,0.966432
1313,0.985679
1314,0.993378
1315,0.993601
1316,1.013907
1317,1.022977
1318,1.026296
1319,0.991723
1320,0.923447
1321,0.942751
1322,0.955247
1323,1.003112
1324,1.053912
1325,1.096722
1326,1.067499
1327,1.045689
1328,1.025522
1329,1.010977
1330,0.998996
1331,0.982802
1332,0.963299
1333,0.968357
1334,0.935011
1335,0.995982
1336,1.046322
1337,1.036859
1338,1.042451
1339,1.023029
1340,0.987961
1341,0.987562
1342,1.044576
1343,1.076002
1344,1.077607
1345,1.049535
1346,1.000333
1347,0.972183
1348,0.983131
1349,1.035848
1350,1.048717
1351,1.064519
1352,1.060742
1353,1.034176
1354,1.029881
1355,1.028761
1356,1.017937
1357,1.003506
1358,0.987621
1359,0.978418
1360,0.971931
1361,0.989441
1362,1.000414
1363,1.004601
1364,1.025426
1365,1.016873
1366,1.028940
1367,1.030291
1368,1.020693
1369,1.005044
1370,0.971835
1371,0.965646
1372,0.998153
1373,1.028835
1374,1.022781
1375,1.010522
1376,1.002707
1377,0.995595
1378,1.001759
1379,0.985509
1380,0.950545
1381,0.936094
1382,0.971012
1383,1.016025
1384,1.049172
1385,1.070712
1386,1.037224
1387,1.000549
1388,0.980829
1389,0.983898
1390,1.024906
1391,1.065913
1392,1.087607
1393,1.073814
1394,1.048450
1395,1.026288
1396,0.995785
1397,0.988011
1398,1.001584
1399,1.015883
1400,1.032203
1401,1.023619
1402,0.998010
1403,1.017508
1404,1.044891
1405,1.028865
1406,1.041672
1407,1.026227
1408,1.035570
1409,1.039843
1410,1.020239
1411,0.991928
1412,0.959112
1413,0.944731
1414,0.996079
1415,0.989708
1416,0.980400
1417,1.026291
1418,1.046540
1419,1.023929
1420,0.992062
1421,0.989136
1422,1.001675
1423,0.943074
1424,0.942690
1425,0.987825
1426,1.026593
1427,1.014101
1428,0.999895
1429,0.997629
1430,0.994203
1431,1.234562
1432,1.202065
1433,1.144152
1434,1.074165
1435,0.934009
1436,0.892364
1437,0.938202
1438,0.918762
1439,0.902972
1440,0.898321
1441,0.950995
1442,1.009718
1443,1.032437
1444,1.231289
1445,0.984918
1446,1.021588
1447,1.042151
1448,1.063186
1449,1.061720
1450,1.043081
1451,1.022504
1452,0.981158
1453,0.901814
1454,0.884100
1455,0.885014
1456,0.885808
1457,0.917230
1458,0.941438
1459,0.926896
1460,0.945261
1461,0.939044
1462,0.963875
1463,0.965629
1464,0.990068
1465,0.984322
1466,0.984356
1467,0.940172
1468,0.921567
1469,0.929777
1470,0.922541
1471,0.926076
1472,0.918700
1473,0.927059
1474,0.965993
1475,1.011655
1476,1.008590
1477,0.975804
1478,0.928133
1479,0.938678
1480,0.941170
1481,0.897987
1482,0.846518
1483,0.833819
1484,0.865007
1485,0.911765
1486,0.937169
1487,0.952991
1488,0.925287
1489,0.880067
1490,0.861255
1491,0.845943
1492,0.840129
1493,0.850170
1494,0.875834
1495,0.891657
1496,0.896030
1497,0.881262
1498,0.891923
1499,0.900832
1500,0.906779
1501,0.925592
1502,0.934002
1503,0.943056
1504,0.920389
1505,0.906239
1506,0.902017
1507,0.888543
1508,0.869093
1509,0.858299
1510,0.853071
1511,0.852112
1512,0.875802
1513,0.894842
1514,0.885069
1515,0.860423
1516,0.839505
1517,0.824113
1518,0.791335
1519,0.741111
1520,0.698533
1521,0.677057
1522,0.679065
1523,0.690579
1524,0.704852
1525,0.701456
1526,0.695019
1527,0.704397
1528,0.703964
1529,0.678211
1530,0.651344
1531,0.622611
1532,0.594455
1533,0.569328
1534,0.545831
1535,0.507699
1536,0.480157
1537,0.472417
1538,0.811925
1539,0.862285
1540,0.913485
1541,0.944235
1542,0.948642
1543,0.947964
1544,0.944931
1545,0.944115
1546,0.933917
1547,0.922184
1548,0.916094
1549,0.916772
1550,0.926738
1551,0.937516
1552,0.962258
1553,0.993385
1554,1.031930
1555,1.062764
1556,1.090971
1557,1.117576
1558,1.147493
1559,1.190326
1560,1.243779
1561,1.292653
1562,1.317241
1563,1.305430
1564,1.270891
1565,1.233820
1566,1.190078
1567,1.160126
1568,1.135752
1569,1.111973
1570,1.091001
1571,1.077905
1572,1.070493
1573,1.065665
1574,1.045018
1575,1.027585
1576,1.009014
1577,0.990898
1578,0.997161
1579,1.013546
1580,1.023698
1581,1.027757
1582,1.034700
1583,1.031892
1584,1.022954
1585,1.013034
1586,1.007000
1587,1.027482
1588,1.036638
1589,1.131615
1590,1.106541
1591,1.071773
1592,1.062954
1593,1.095932
1594,1.173375
1595,1.281052
1596,1.384550
1597,1.448197
1598,1.445595
1599,1.372446
1600,1.309571
1601,1.281553
1602,1.271783
1603,1.264189
1604,1.237264
1605,1.166331
1606,1.058935
1607,0.945655
1608,0.837496
1609,0.730848
1610,0.666490
1611,0.616636
1612,0.570656
1613,0.519374
1614,0.444928
1615,0.391777
1616,0.318562
1617,0.295625
1618,0.355698
1619,0.439315
1620,0.502108
1621,0.557374
1622,0.645316
1623,0.740088
1624,0.852601
1625,0.945130
1626,0.979335
1627,0.986481
1628,1.009465
1629,1.049083
1630,1.088800
1631,1.103606
1632,1.038895
1633,0.794323
1634,0.502499
1635,0.361045
1636,0.480527
1637,0.763619
1638,1.095747
1639,1.388437
1640,1.505980
1641,1.435554
1642,1.210212
1643,0.992803
1644,0.876574
1645,0.874933
1646,0.960452
1647,1.044474
1648,1.090427
1649,1.049114
1650,1.020514
1651,1.015276
1652,1.012425
1653,1.000035
1654,0.978605
1655,0.957687
1656,0.947527
1657,0.961997
1658,0.975179
1659,1.011391
1660,1.038287
1661,1.042682
1662,1.038839
1663,1.029282
1664,1.025198
1665,1.013494
1666,0.991641
1667,0.970143
1668,0.961482
1669,0.974406
1670,0.991803
1671,0.988647
1672,0.984810
1673,0.981643
1674,0.971542
1675,0.962798
1676,0.968404
1677,0.982703
1678,0.991627
1679,0.994040
1680,0.989135
1681,0.983002
1682,0.978124
1683,0.961318
1684,0.963094
1685,0.974434
1686,0.974168
1687,0.972901
1688,1.000562
1689,1.018767
1690,1.021203
1691,1.002635
1692,0.971347
1693,0.965837
1694,0.958980
1695,0.945545
1696,0.940377
1697,0.943558
1698,0.931877
1699,0.896962
1700,0.858240
1701,0.826165
1702,0.811312
1703,0.805408
1704,0.801064
1705,0.810352
1706,0.804810
1707,0.779476
1708,0.785572
1709,0.807007
1710,0.882317
1711,0.961133
1712,1.007109
1713,0.990660
1714,0.959195
1715,0.966923
1716,1.012468
1717,1.063150
1718,1.080571
1719,1.055067
1720,1.028235
1721,1.014189
1722,1.019982
1723,1.026135
1724,1.023310
1725,1.019974
1726,1.015731
1727,1.002214
1728,0.975626
1729,0.955586
1730,0.933751
1731,0.940274
1732,0.975570
1733,1.019810
1734,1.059377
1735,1.080036
1736,1.088394
1737,1.103781
1738,1.102474
1739,1.099123
1740,1.140818
1741,1.202399
1742,1.245607
1743,1.257411
1744,1.240062
1745,1.222952
1746,1.215327
1747,1.203998
1748,1.204833
1749,1.236964
1750,1.228741
1751,1.230009
1752,1.229603
1753,1.195486
1754,1.138662
1755,1.097771
1756,1.102390
1757,1.089463
1758,1.069911
1759,1.048244
1760,1.023121
1761,1.023535
1762,1.028647
1763,1.047044
1764,1.060433
1765,1.040249
1766,1.009759
1767,0.979540
1768,0.969253
1769,0.982737
1770,1.006961
1771,1.013692
1772,1.031326
1773,1.032228
1774,1.020568
1775,0.994072
1776,0.989970
1777,1.012674
1778,1.028771
1779,1.063962
1780,1.147053
1781,1.190165
1782,1.280400
1783,1.307047
1784,1.278795
1785,1.234256
1786,1.197286
1787,1.171388
1788,1.149270
1789,1.121425
1790,1.052862
1791,0.986536
1792,1.017444
1793,1.069899
1794,1.082171
1795,1.086186
1796,1.078901
1797,1.070642
1798,1.087604
1799,1.108162
1800,1.113950
1801,1.120185
1802,1.140716
1803,1.154236
1804,1.165046
1805,1.167121
1806,1.181104
1807,1.205562
1808,1.228608
1809,1.249271
1810,1.255820
1811,1.240821
1812,1.200186
1813,1.140815
1814,1.086908
1815,1.034704
1816,0.997480
1817,0.964824
1818,0.969771
1819,1.034633
1820,1.068626
1821,1.130511
1822,1.180545
1823,1.170990
1824,1.171837
1825,1.170403
1826,1.149722
1827,1.166510
1828,1.188887
1829,1.215746
1830,1.257772
1831,1.302971
1832,1.360926
1833,1.388807
1834,1.473219
1835,1.512627
1836,1.546403
1837,1.567199
1838,1.578722
1839,1.603161
1840,1.603636
1841,1.644297
1842,1.690729
1843,1.699821
1844,1.733250
1845,1.682927
1846,1.654851
1847,1.604037
1848,1.499399
1849,1.433262
1850,1.389443
1851,1.406432
1852,1.404680
1853,1.343815
1854,1.357299
1855,1.319514
1856,1.265338
1857,1.232768
1858,1.194581
1859,1.109796
1860,1.059889
1861,1.009308
1862,0.967951
1863,0.886739
1864,0.848232
1865,0.830402
1866,0.829211
1867,0.836422
1868,0.782763
1869,0.760653
1870,0.719441
1871,0.759391
1872,0.803799
1873,0.836058
1874,0.814759
1875,0.798101
1876,0.796817
1877,0.812905
1878,0.820383
1879,0.829489
1880,0.825826
1881,0.846800
1882,0.871079
1883,0.884125
1884,0.909684
1885,0.940853
1886,0.925362
1887,0.896338
1888,0.856907
1889,0.849573
1890,0.852055
1891,0.853751
1892,0.863521
1893,0.893919
1894,0.945967
1895,0.982747
1896,0.969791
1897,0.950615
1898,0.921713
1899,0.891143
1900,0.834253
1901,0.809078
1902,0.817423
1903,0.821201
1904,0.832423
1905,0.845703
1906,0.851258
1907,0.871668
1908,0.879114
1909,0.889033
1910,0.915906
1911,0.879213
1912,0.852436
1913,0.823012
1914,0.818699
1915,0.835699
1916,0.844079
1917,0.915227
1918,0.910746
1919,0.856894
1920,0.839816
1921,0.824619
1922,0.818745
1923,0.837108
1924,0.875844
1925,0.893749
1926,0.937377
1927,0.987382
1928,1.008707
1929,1.064993
1930,1.098804
1931,1.043312
1932,1.036174
1933,1.018846
1934,1.038978
1935,1.087417
1936,1.083451
1937,1.108249
1938,1.149139
1939,1.187858
1940,1.177292
1941,1.186696
1942,1.167899
1943,1.162463
1944,1.172203
1945,1.178708
1946,1.164243
1947,1.147444
1948,1.119611
1949,1.090242
1950,1.056337
1951,1.040592
1952,1.022330
1953,0.994184
1954,0.974833
1955,0.951902
1956,0.936004
1957,0.917261
1958,0.902484
1959,0.892361
1960,0.892560
1961,0.895686
1962,0.891649
1963,0.900727
1964,0.911044
1965,0.916921
1966,0.935931
1967,0.957190
1968,0.986518
1969,1.009898
1970,0.991098
1971,0.958490
1972,0.905185
1973,0.872949
1974,0.862498
1975,0.867470
1976,0.882210
1977,0.891011
1978,0.889903
1979,0.863160
1980,0.808018
1981,0.737566
1982,0.666115
1983,0.594133
1984,0.535504
1985,0.502006
1986,0.516336
1987,0.602106
1988,1.087207
1989,1.377333
1990,1.574401
1991,1.616208
1992,1.534761
1993,1.449383
1994,1.401928
1995,1.401547
1996,1.432774
1997,1.471856
1998,1.522906
1999,1.574796
2000,1.598405
2001,1.582270
2002,1.534122
2003,1.474271
2004,1.411227
2005,1.354045
2006,1.301052
2007,1.230300
2008,1.148991
2009,1.055218
2010,0.969516
2011,0.887459
2012,0.802733
2013,0.752547
2014,0.716755
2015,0.679501
2016,0.664727
2017,0.655768
2018,0.670518
2019,0.696435
2020,0.725791
2021,0.766005
2022,0.826677
2023,0.915396
2024,1.015561
2025,1.112104
2026,1.181814
2027,1.227449
2028,1.242412
2029,1.226663
2030,1.189167
2031,1.151226
2032,1.112162
2033,1.092792
2034,1.090382
2035,1.073084
2036,1.059406
2037,1.044249
2038,1.014893
2039,0.991497
2040,0.953125
2041,0.919781
2042,0.904785
2043,0.887975
2044,0.879827
2045,0.866472
2046,0.853219
2047,0.830969
2048,0.825685
2049,0.831310
2050,0.813492
2051,0.789535
2052,0.776085
2053,0.778795
2054,0.796284
2055,0.814180
2056,0.837151
2057,0.899789
2058,0.992088
2059,1.110071
2060,1.219976
2061,1.275044
2062,1.279931
2063,1.266266
2064,1.242794
2065,1.224940
2066,1.190621
2067,1.159819
2068,1.132559
2069,1.099675
2070,1.054578
2071,1.003865
2072,0.960686
2073,0.918647
2074,0.876808
2075,0.842579
2076,0.803745
2077,0.781982
2078,0.778815
2079,0.800271
2080,0.831465
2081,0.835465
2082,0.833620
2083,0.808711
2084,0.803659
2085,0.827204
2086,0.867574
2087,0.913864
2088,0.960240
2089,0.972022
2090,0.980688
2091,1.001367
2092,1.031876
2093,1.065533
2094,1.102722
2095,1.111500
2096,1.072641
2097,1.004801
2098,0.942988
2099,0.900888
2100,0.904826
2101,0.944755
2102,1.006579
2103,1.070604
2104,1.117786
2105,1.116881
2106,1.087623
2107,1.034449
2108,0.974348
2109,0.930205
2110,0.913464
2111,0.927813
2112,0.960581
2113,1.011356
2114,1.054808
2115,1.089433
2116,1.096897
2117,1.090316
2118,1.034325
2119,0.970612
2120,0.886194
2121,0.811563
2122,0.766864
2123,0.733313
2124,0.742606
2125,0.744332
2126,0.743690
2127,0.741869
2128,0.748276
2129,0.758059
2130,0.787037
2131,0.815670
2132,0.845144
2133,0.871081
2134,0.913031
2135,0.958038
2136,0.998835
2137,1.028320
2138,1.068527
2139,1.119758
2140,1.170737
2141,1.218658
2142,1.261425
2143,1.298093
2144,1.322311
2145,1.336295
2146,1.339534
2147,1.336757
2148,1.326375
2149,1.312213
2150,1.306355
2151,1.305914
2152,1.302669
2153,1.283923
2154,1.279414
2155,1.253865
2156,1.241170
2157,1.243327
2158,1.243290
2159,1.241034
2160,1.219184
2161,1.198029
2162,1.167785
2163,1.154118
2164,1.144208
2165,1.132776
2166,1.142219
2167,1.144498
2168,1.160432
2169,1.164018
2170,1.158108
2171,1.161643
2172,1.172611
2173,1.160551
2174,1.113236
2175,1.023101
2176,0.936365
2177,0.872112
2178,0.821543
2179,0.790360
2180,0.776129
2181,0.770269
2182,0.776086
2183,0.784905
2184,0.808930
2185,0.854785
2186,0.901316
2187,1.004131
2188,1.154696
2189,1.320124
2190,1.437807
2191,1.491828
2192,1.457445
2193,1.377009
2194,1.287706
2195,1.219963
2196,1.206330
2197,1.212699
2198,1.216782
2199,1.219219
2200,1.206680
2201,1.165975
2202,1.113798
2203,1.062779
2204,1.035292
2205,1.036957
2206,1.091307
2207,1.147496
2208,1.199450
2209,1.270977
2210,1.295103
2211,1.268385
2212,1.197156
2213,1.093433
2214,1.011228
2215,0.943623
2216,0.914266
2217,0.923077
2218,0.933119
2219,0.948771
2220,0.937442
2221,0.895966
2222,0.843392
2223,0.773601
2224,0.713836
2225,0.688874
2226,0.672907
2227,0.668390
2228,0.661736
2229,0.647745
2230,0.629796
2231,0.625536
2232,0.622126
2233,0.624416
2234,0.640287
2235,0.671623
2236,0.762083
2237,0.887808
2238,1.002919
2239,1.080974
2240,1.108504
2241,1.116937
2242,1.118216
2243,1.106462
2244,1.098193
2245,1.124757
2246,1.150134
2247,1.159970
2248,1.168444
2249,1.178023
2250,1.192139
2251,1.219504
2252,1.264225
2253,1.307554
2254,1.339259
2255,1.353420
2256,1.333859
2257,1.321892
2258,1.298294
2259,1.270277
2260,1.235174
2261,1.194754
2262,1.124930
2263,1.046938
2264,0.976524
2265,0.930006
2266,0.910229
2267,0.908242
2268,0.907122
2269,0.915908
2270,0.924719
2271,0.943241
2272,0.959907
2273,0.965730
2274,0.980325
2275,0.998642
2276,1.018939
2277,1.035970
2278,1.053270
2279,1.089708
2280,1.124093
2281,1.169391
2282,1.209740
2283,1.242107
2284,1.251421
2285,1.225445
2286,1.157938
2287,1.069780
2288,0.992542
2289,0.916914
2290,0.844674
2291,0.794092
2292,0.755918
2293,0.723990
2294,0.715310
2295,0.733673
2296,0.769101
2297,0.814663
2298,0.836818
2299,0.853902
2300,0.884956
2301,0.922231
2302,0.960102
2303,1.014969
2304,1.076839
2305,1.125629
2306,1.148257
2307,1.127152
2308,1.077680
2309,1.025043
2310,1.034690
2311,1.056106
2312,1.079716
2313,1.117898
2314,1.173475
2315,1.207193
2316,1.231099
2317,1.243200
2318,1.238748
2319,1.229956
2320,1.235056
2321,1.217659
2322,1.173356
2323,1.122192
2324,1.079034
2325,1.040455
2326,1.003713
2327,0.975543
2328,0.949662
2329,0.924201
2330,0.891927
2331,0.860074
2332,0.854097
2333,0.839122
2334,0.841026
2335,0.887367
2336,0.942627
2337,0.990358
2338,1.036571
2339,1.088496
2340,1.135415
2341,1.163742
2342,1.186765
2343,1.211567
2344,1.276186
2345,1.300375
2346,1.317236
2347,1.298428
2348,1.285406
2349,1.256742
2350,1.201114
2351,1.115598
2352,1.055952
2353,1.016142
2354,0.973551
2355,0.920420
2356,0.867125
2357,0.854477
2358,0.866114
2359,0.870837
2360,0.863249
2361,0.822532
2362,0.762221
2363,0.714335
2364,0.704812
2365,0.719595
2366,0.730194
2367,0.740075
2368,0.761426
2369,0.779387
